X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.113986,4.71155200000004,153,"Av Calle 80 con Carrera 101, sentido occ→or",Engativá,Choque simple,Vehículo escolar (1) - Automóvil particular (1) ,Sin lesionados,4.711552,-74.113986
-74.048142,4.71844000000004,154,Carrera 19A con Calle 134 ,Usaquén,Choque con lesionado,Camioneta (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,4.71844,-74.048142
-74.1273849999999,4.68297300000006,155,Calle 25D con Carrera 96 ,Fontibón,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.682973,-74.127385
-74.193777,4.62178100000006,156,Carrera 87C con Calle 68A sur,Bosa,Choque con lesionado,Taxi (1) - Ciclista lesionado (1) ,Con lesionados,4.621781,-74.193777
-74.126009,4.64940100000007,157,Av Boyacá con Av Centenario (Calle 13) ,Fontibón,Choque simple,Bus / buseta (1) - Automóvil particular (1) ,Sin lesionados,4.649401,-74.126009
-74.13756,4.58676700000007,158,Carrera 36 con Calle 51 sur,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.586767,-74.13756
-74.163786,4.64223800000002,159,"Av Guayacanes con Av El Dorado (Calle 26), sentido s→n",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.642238,-74.163786
-74.1159259999999,4.68375800000007,160,Av Ciudad de Cali con Calle 55A ,Engativá,Choque simple,Automóvil particular (2) - Motocicleta (1) ,Sin lesionados,4.683758,-74.115926
-74.107199,4.57883700000002,161,"Calle 27 sur con Av Caracas, sentido or→occ",Rafael Uribe Uribe,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.578837,-74.107199
-74.1444089999999,4.59879400000005,162,"Carrera 68I con Calle 44 sur, sentido n→s",Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.598794,-74.144409
-74.138861,4.61799100000007,163,Av Primero de Mayo con Carrera 71G ,Kennedy,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.617991,-74.138861
-74.0818829999999,4.68184400000007,164,"Av Carrera 68 con Calle 76A, sentido n→s",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.681844,-74.081883
-74.138993,4.59584000000007,165,Autopista Sur con Calle 51 sur,Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.59584,-74.138993
-74.1980849999999,4.62772700000005,166,"Carrera 91 con Calle 69A sur, sentido n→s",Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.627727,-74.198085
-74.1270469999999,4.69713400000006,167,"Av José Celestino Mutis con Carrera 105C, sentido or→occ",Engativá,Choque simple,Bus / buseta (1) - Automóvil particular (1) ,Sin lesionados,4.697134,-74.127047
-74.1036129999999,4.73331700000006,168,"Carrera 118 con Calle 130, sentido s→n",Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.733317,-74.103613
-74.126987,4.60058100000003,169,Calle 45 sur con Carrera 51 ,Puente Aranda,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.600581,-74.126987
-74.1569709999999,4.64448500000003,170,"Carrera 87A con Calle 6A, sentido n→s",Kennedy,Choque con lesionado,Motocicleta (1) - Bicitaxi (1) - Conductor lesionado (1),Con lesionados,4.644485,-74.156971
-74.0479339999999,4.71959400000003,171,Carrera 19A con Calle 134A ,Usaquén,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1) ,Con lesionados,4.719594,-74.047934
-74.12735,4.57899300000003,172,"Carrera 24 con Calle 44 sur, sentido n→s",Rafael Uribe Uribe,Choque simple,Motocicleta (2)  ,Sin lesionados,4.578993,-74.12735
-74.131706,4.68438900000007,173,Carrera 100 con Calle 25B ,Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.684389,-74.131706
-74.16893,4.69422800000007,174,"Av Centenario (Calle 13) con Carrera 135, sentido occ→or",Fontibón,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.694228,-74.16893
-74.172862,4.58968000000004,175,Calle 62D sur con Carrera 74 ,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.58968,-74.172862
-74.080081,4.73521800000003,176,Av Suba con Carrera 83 ,Suba,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.735218,-74.080081
-74.143491,4.65349300000003,177,"Av Guayacanes con Av Ciudad de Cali, sentido or→occ",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.653493,-74.143491
-74.0733079999999,4.69834800000007,178,"Av Suba con Calle 104, sentido n→s",Suba,Fallecido hospitalario,Bicicleta (1) - Peatón fallecido (1) ,Fallecido hospitalario,4.698348,-74.073308
-74.137591,4.58732100000003,179,Calle 51 sur con Carrera 36 ,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.587321,-74.137591
-74.1315299999999,4.58568300000007,180,Carrera 33 con Calle 47B sur,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.585683,-74.13153
-74.048083,4.69825700000007,181,"Calle 116 con Carrera 18, sentido occ→or",Usaquén,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.698257,-74.048083
-74.12638,4.69625800000006,182,"Av José Celestino Mutis con Carrera 95, sentido occ→or",Engativá,Choque objeto fijo con lesionado,Automóvil particular (2) - Poste (1) - Acompañante lesionado (2),Con lesionados,4.696258,-74.12638
-74.120076,4.68055300000003,183,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n→s",Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.680553,-74.120076
-74.128145,4.69991500000003,184,Carrera 106A con Calle 64 ,Engativá,Choque objeto fijo con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Edificación (1),Con lesionados,4.699915,-74.128145
-74.129735,4.70085900000004,185,Calle 64C con Carrera 108 ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.700859,-74.129735
-74.1089489999999,4.69066300000003,186,Calle 68 con Av Ciudad de Cali ,Engativá,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.690663,-74.108949
-74.145485,4.59122200000007,187,"Av Boyacá con Calle 50 sur, sentido n→s",Tunjuelito,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.591222,-74.145485
-74.1324289999999,4.66117300000008,188,Calle 19A con Carrera 82 ,Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.661173,-74.132429
-74.171822,4.62823900000006,189,"Av Ciudad de Cali con Calle 44 sur, sentido n→s",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.628239,-74.171822
-74.0625229999999,4.72288900000007,190,Calle 134 con Carrera 55 ,Suba,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.722889,-74.062523
-74.205395,4.63000100000005,191,Carrera 95A con Calle 73 sur,Bosa,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.630001,-74.205395
-74.122986,4.70906200000007,192,"Av Chile (Calle 72) con Carrera 107B bis, sentido occ→or",Engativá,Choque simple,Bus SITP (1) - Automóvil particular (2) ,Sin lesionados,4.709062,-74.122986
-74.145957,4.63131300000003,193,"Av Américas con Carrera 78B, sentido occ→or",Kennedy,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.631313,-74.145957
-74.133636,4.64236400000004,194,"Av Boyacá con Calle 11A, sentido s→n",Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1) ,Con lesionados,4.642364,-74.133636
-74.1560239999999,4.64061600000002,195,"Av Ciudad de Cali con Av Américas, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.640616,-74.156024
-74.16225,4.68491000000006,196,Carrera 123 con Calle 15 ,Fontibón,Varado,Vehículo escolar (1)  ,Sin lesionados,4.68491,-74.16225
-74.151561,4.58031300000005,197,Calle 58A sur con Carrera 49A ,Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) ,Con lesionados,4.580313,-74.151561
-74.118578,4.49446300000005,198,Carrera 14 con Calle 104 sur,Usme,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.494463,-74.118578
-74.102325,4.62028300000003,199,Calle 12 con Carrera 42 ,Puente Aranda,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.620283,-74.102325
-74.196243,4.60366000000005,200,Carrera 80M con Calle 71C sur,Bosa,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) ,Con lesionados,4.60366,-74.196243
-74.098359,4.56728400000003,201,Carrera 7A con Calle 30D sur,San Cristóbal,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) ,Con lesionados,4.567284,-74.098359
-74.055236,4.70078800000005,202,"Autopista Norte con Calle 116, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.700788,-74.055236
-74.129657,4.58345900000006,203,Calle 47 sur con Carrera 27 ,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular   ,Con lesionados,4.583459,-74.129657
-74.097257,4.60715800000003,204,"Calle 6 con NQS, sentido occ→or",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.607158,-74.097257
-74.1343209999999,4.59426800000006,205,"Autopista Sur con Carrera 51D, sentido occ→or",Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.594268,-74.134321
-74.106281,4.75370200000003,206,Diagonal 146 con Carrera 118 ,Suba,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.753702,-74.106281
-74.0657889999999,4.67161400000003,207,Av Calle 80 con Carrera 28A ,Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.671614,-74.065789
-74.0794519999999,4.60403900000006,208,"Av Caracas con Calle 13, sentido s→n",Santa Fe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.604039,-74.079452
-74.0780369999999,4.65264800000006,209,"NQS con Av José Celestino Mutis, sentido s→n",Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.652648,-74.078037
-74.148272,4.63127400000008,210,"Av Américas con Carrera 78C, sentido occ→or",Kennedy,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.631274,-74.148272
-74.125377,4.74452800000006,211,Calle 137B con Carrera 153A ,Suba,Choque con objeto fijo,Camión (1) - Andén (1) ,Sin lesionados,4.744528,-74.125377
-74.13974,4.61691600000006,212,"Av Boyacá con Calle 32 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.616916,-74.13974
-74.159481,4.69452200000006,213,Carrera 129 con Calle 22 ,Fontibón,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.694522,-74.159481
-74.070396,4.72687400000007,214,"Av Boyacá con Calle 134, sentido s→n",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.726874,-74.070396
-74.0699309999999,4.62074200000006,215,"Av Caracas con Calle 32, sentido s→n",Santa Fe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.620742,-74.069931
-74.119298,4.63818200000003,216,"Av Centenario (Calle 13) con Av Carrera 68, sentido or→occ",Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.638182,-74.119298
-74.0714839999999,4.63826500000005,217,Calle 50 con Carrera 19 ,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.638265,-74.071484
-74.140663,4.60378900000006,218,Carrera 68I con Calle 39A sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.603789,-74.140663
-74.0509089999999,4.64913500000006,219,"Av Circunvalar con Calle 69, sentido n→s",Chapinero,Choque simple,Camioneta (2)  ,Sin lesionados,4.649135,-74.050909
-74.071654,4.68945900000006,220,Calle 100 con Carrera 67 ,Suba,Choque simple,Camioneta (1) - Taxi (1) ,Sin lesionados,4.689459,-74.071654
-74.142049,4.62016400000005,221,"Calle 26 sur con Carrera 72B, sentido or→occ",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.620164,-74.142049
-74.096862,4.69755700000007,222,Calle 77A con Carrera 78 bis ,Engativá,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.697557,-74.096862
-74.072936,4.71397800000005,223,Av Suba con Calle 127D ,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.713978,-74.072936
-74.067123,4.60475400000007,224,Carrera 3 con Calle 21 ,Santa Fe,Choque simple,Taxi (2) - Automóvil particular (1) ,Sin lesionados,4.604754,-74.067123
-74.113575,4.57690200000008,225,"Av Caracas con Calle 32 sur, sentido s→n",Rafael Uribe Uribe,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.576902,-74.113575
-74.092566,4.68478500000003,226,"Av Chile (Calle 72) con Av Rojas, sentido occ→or",Engativá,Choque simple,Bus SITP (1) - Motocicleta (1) ,Sin lesionados,4.684785,-74.092566
-74.110022,4.61659200000003,227,"Transversal 42 con Calle 4B, sentido s→n",Puente Aranda,Choque con lesionado,Taxi (1) - Ciclista lesionado (1) ,Con lesionados,4.616592,-74.110022
-74.087384,4.57793400000003,228,"Carrera 6 con Calle 12 sur, sentido n→s",San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.577934,-74.087384
-74.1085169999999,4.58444700000007,229,Carrera 24 con Calle 25 sur,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.584447,-74.108517
-74.083817,4.58805500000005,230,"Carrera 9 con Calle 1 sur, sentido s→n",San Cristóbal,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.588055,-74.083817
-74.045381,4.68792300000007,231,Calle 104 con Carrera 14 ,Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.687923,-74.045381
-74.033304,4.74067100000002,232,"Carrera 13 con Calle 161B, sentido s→n",Usaquén,Choque simple,Automóvil particular (1) - Bicitaxi (1) ,Sin lesionados,4.740671,-74.033304
-74.143121,4.56498500000004,233,Diagonal 62 sur con Carrera 20C ,Ciudad Bolívar,Choque con lesionado,Camión (1) - Motociclista lesionado (1) ,Con lesionados,4.564985,-74.143121
-74.171822,4.62823900000006,234,Av Ciudad de Cali con Calle 44 sur,Kennedy,Aprisionamiento,Bus articulado / biarticulado (1) - Pasajero lesionado (1) ,Con lesionados,4.628239,-74.171822
-74.0768409999999,4.60186300000004,235,"Carrera 10 con Av Jiménez (Calle 13), sentido n→s",Santa Fe,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.601863,-74.076841
-74.10022,4.57367700000003,236,Carrera 11 con Calle 27 sur,Rafael Uribe Uribe,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.573677,-74.10022
-74.119671,4.62579900000003,237,Calle 4G con Carrera 64 ,Puente Aranda,Choque simple,Camión (2)  ,Sin lesionados,4.625799,-74.119671
-74.0620309999999,4.63100000000003,238,Calle 45 con Carrera 5 ,Chapinero,"Caída de objetos en vía (árbol, cables, otros)",Cables (1)  ,Sin lesionados,4.631,-74.062031
-74.126009,4.64940100000007,239,"Av Boyacá con Av Centenario (Calle 13), sentido s→n",Kennedy,Choque simple,Tractocamión (1) - Bus SITP (1) ,Sin lesionados,4.649401,-74.126009
-74.0828329999999,4.67508100000003,240,Av Chile (Calle 72) con Carrera 64 ,Barrios Unidos,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.675081,-74.082833
-74.1395009999999,4.61930700000005,241,"Av Primero de Mayo con Av Boyacá, sentido or→occ",Kennedy,Choque simple,Bus SITP (1) - Bus / buseta (1) ,Sin lesionados,4.619307,-74.139501
-74.0527949999999,4.70587200000006,242,"Calle 127 con Carrera 21, sentido occ→or",Usaquén,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.705872,-74.052795
-74.162708,4.61525300000005,243,Av Primero de Mayo con Av Ciudad de Villavicencio ,Kennedy,Choque simple,Automóvil particular (1) - Bicicleta (1) ,Sin lesionados,4.615253,-74.162708
-74.1381459999999,4.55703800000003,244,Av Ciudad de Villavicencio con Carrera 63 ,Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.557038,-74.138146
-74.0620309999999,4.63100000000003,245,Calle 45 con Carrera 5 ,Chapinero,Choque con objeto fijo,Camioneta (1) - Poste (1) ,Sin lesionados,4.631,-74.062031
-74.151327,4.69459600000005,246,Av La Esperanza con Carrera 122 ,Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.694596,-74.151327
-74.1144189999999,4.58627900000005,247,"Carrera 26A con Calle 31 sur, sentido s→n",Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.586279,-74.114419
-74.1116949999999,4.68580400000008,248,Calle 64F con Carrera 85J ,Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.685804,-74.111695
-74.0781739999999,4.65030600000006,249,"NQS con Calle 57A, sentido s→n",Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.650306,-74.078174
-74.076495,4.71519300000006,250,"Av Boyacá con Calle 127, sentido s→n",Suba,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.715193,-74.076495
-74.09784,4.73487900000003,251,"Calle 132 con Carrera 102A, sentido or→occ",Suba,Choque con lesionado,Camión (1) - Motociclista lesionado (1) ,Con lesionados,4.734879,-74.09784
-74.153356,4.54570100000007,252,Carrera 20 con Calle 70N sur,Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.545701,-74.153356
-74.0325129999999,4.72099500000007,253,Carrera 9 con Calle 143 ,Usaquén,Autolesionado,Patineta (1) - Conductor lesionado (1) ,Con lesionados,4.720995,-74.032513
-74.060043,4.65820100000008,254,Av Chile (Calle 72) con Carrera 12 ,Chapinero,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.658201,-74.060043
-74.144802,4.67186200000003,255,Calle 17 con Carrera 98 ,Fontibón,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.671862,-74.144802
